student_id,age,cgpa,backlogs,attendance_percentage,aptitude_test_score,coding_skill_score,problem_solving_score,teamwork_score,communication_score,leadership_score,mock_interview_score,extracurricular_score,internships_done,projects_count,hackathon_participation,recommended_career,alt_career_1,alt_career_2,match_confidence,skill_gap_1,skill_gap_2,skill_gap_3,gap_severity,readiness_score,est_weeks_to_ready,peer_benchmark_percentile,learning_roadmap_url
28,22,6.4,0,88,85,66,86,67,70,65,59,50,0,2,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,72,leadership_score,teamwork_score,extracurricular_score,Low,49,10,45,https://roadmap.sh/cyber-security
29,22,7.4,0,85,63,57,69,71,90,60,79,87,1,2,No,UI/UX Designer,Product Manager,Mobile App Developer,69,teamwork_score,aptitude_test_score,problem_solving_score,Medium,53,9,46,https://roadmap.sh/ux-design
30,20,6.9,0,63,73,51,71,84,95,89,34,61,0,3,No,Product Manager,UI/UX Designer,Data Scientist,68,extracurricular_score,communication_score,teamwork_score,Medium,49,10,48,https://roadmap.sh/product-manager
31,22,9.2,0,79,89,86,85,67,76,62,84,53,0,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,87,problem_solving_score,aptitude_test_score,communication_score,Low,58,8,54,https://roadmap.sh/ai-engineer
32,24,7.2,0,80,78,90,68,68,71,64,69,46,0,2,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,64,teamwork_score,communication_score,problem_solving_score,Low,44,11,41,https://roadmap.sh/ai-engineer
33,22,5.7,0,68,60,89,72,58,68,69,78,65,1,4,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,63,aptitude_test_score,problem_solving_score,coding_skill_score,Medium,55,9,54,https://roadmap.sh/full-stack
34,19,8.7,2,67,80,91,74,58,75,67,37,57,1,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,78,leadership_score,extracurricular_score,coding_skill_score,Low,58,8,49,https://roadmap.sh/ai-engineer
35,23,6.0,0,74,78,74,68,82,75,55,75,46,2,5,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,79,extracurricular_score,teamwork_score,leadership_score,Medium,74,5,62,https://roadmap.sh/devops
36,24,8.9,0,82,71,91,88,55,59,60,84,57,1,3,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,80,communication_score,problem_solving_score,leadership_score,Low,63,7,61,https://roadmap.sh/blockchain
37,22,8.1,1,85,68,75,68,69,67,72,84,57,1,3,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,84,aptitude_test_score,coding_skill_score,communication_score,Medium,65,7,58,https://roadmap.sh/devops
38,21,7.6,0,71,64,76,80,65,55,69,65,61,1,3,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,85,leadership_score,problem_solving_score,communication_score,Medium,66,6,64,https://roadmap.sh/full-stack
39,20,7.4,0,73,72,88,79,67,63,65,53,63,1,2,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,77,aptitude_test_score,teamwork_score,communication_score,Low,58,8,51,https://roadmap.sh/android
40,21,6.6,0,67,83,74,72,70,68,71,41,61,0,3,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,77,leadership_score,aptitude_test_score,coding_skill_score,Low,55,9,47,https://roadmap.sh/devops
41,24,6.5,0,55,64,77,88,86,73,63,65,46,1,2,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,62,leadership_score,aptitude_test_score,communication_score,Low,49,10,46,https://roadmap.sh/devops
42,22,7.0,2,71,57,93,83,58,56,60,66,55,0,1,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,61,problem_solving_score,coding_skill_score,leadership_score,Low,39,12,36,https://roadmap.sh/android
43,22,8.1,0,88,87,87,91,63,47,63,57,46,1,2,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,76,teamwork_score,problem_solving_score,aptitude_test_score,Low,57,8,56,https://roadmap.sh/blockchain
44,20,6.2,0,59,82,67,77,62,80,65,48,57,0,2,No,Data Scientist,AI / ML Engineer,Cloud Engineer,59,teamwork_score,problem_solving_score,aptitude_test_score,Low,41,11,41,https://roadmap.sh/ai-data-scientist
45,19,8.3,2,82,69,82,75,53,51,59,82,66,1,3,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,82,communication_score,coding_skill_score,extracurricular_score,Low,64,7,56,https://roadmap.sh/blockchain
46,22,9.6,0,86,64,81,80,57,56,67,50,58,0,0,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,70,extracurricular_score,teamwork_score,aptitude_test_score,Low,42,11,41,https://roadmap.sh/cyber-security
47,24,8.8,0,88,68,93,83,61,68,56,57,56,1,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,84,teamwork_score,coding_skill_score,problem_solving_score,Low,62,7,55,https://roadmap.sh/ai-engineer
48,23,8.5,0,80,80,86,84,71,54,63,37,54,0,1,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,79,coding_skill_score,problem_solving_score,leadership_score,Low,50,10,45,https://roadmap.sh/cyber-security
49,20,8.8,0,58,71,100,88,64,46,59,86,50,1,1,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,77,aptitude_test_score,leadership_score,coding_skill_score,Low,55,9,52,https://roadmap.sh/blockchain
50,22,5.9,3,62,80,84,81,58,76,59,89,55,3,3,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,84,problem_solving_score,communication_score,leadership_score,Low,77,4,66,https://roadmap.sh/cyber-security
51,19,6.3,0,63,64,78,80,73,63,55,89,58,1,4,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,80,extracurricular_score,problem_solving_score,communication_score,Medium,66,6,62,https://roadmap.sh/cyber-security
52,22,7.0,0,89,68,80,80,78,59,55,74,47,1,2,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,75,teamwork_score,communication_score,extracurricular_score,Low,57,8,52,https://roadmap.sh/android
53,23,7.6,0,87,58,92,78,62,76,59,36,68,1,1,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,70,coding_skill_score,communication_score,aptitude_test_score,Low,51,9,45,https://roadmap.sh/full-stack
54,24,8.5,0,76,85,100,88,63,47,42,75,50,2,2,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,85,problem_solving_score,teamwork_score,coding_skill_score,Low,69,6,63,https://roadmap.sh/blockchain
55,22,8.8,0,61,84,67,79,66,69,47,50,50,0,2,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,86,communication_score,leadership_score,problem_solving_score,Low,57,8,48,https://roadmap.sh/ai-data-scientist
56,24,5.8,1,94,72,96,72,79,61,46,59,62,0,5,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,70,teamwork_score,leadership_score,problem_solving_score,Low,57,8,47,https://roadmap.sh/full-stack
57,24,9.6,3,74,71,79,74,61,55,54,49,64,3,3,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,98,leadership_score,aptitude_test_score,teamwork_score,Medium,85,4,71,https://roadmap.sh/android
58,24,6.7,0,98,71,71,96,61,73,53,83,60,3,5,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,83,leadership_score,aptitude_test_score,problem_solving_score,Low,82,4,78,https://roadmap.sh/cyber-security
59,22,9.4,0,74,96,75,80,58,71,49,88,47,0,2,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,84,leadership_score,extracurricular_score,aptitude_test_score,Low,56,8,47,https://roadmap.sh/ai-data-scientist
60,24,9.4,2,73,67,72,90,85,74,69,34,55,2,4,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,96,coding_skill_score,communication_score,extracurricular_score,Low,81,4,71,https://roadmap.sh/devops
61,21,6.0,0,98,63,54,60,83,70,69,36,83,1,4,No,UI/UX Designer,Product Manager,Mobile App Developer,71,teamwork_score,coding_skill_score,communication_score,Medium,60,8,53,https://roadmap.sh/ux-design
62,21,6.0,0,57,78,66,84,71,65,69,64,62,3,1,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,79,leadership_score,teamwork_score,problem_solving_score,Low,68,6,62,https://roadmap.sh/cyber-security
63,19,9.1,0,72,94,77,73,70,69,63,45,54,2,2,No,Data Scientist,AI / ML Engineer,Cloud Engineer,80,communication_score,aptitude_test_score,problem_solving_score,Low,66,6,55,https://roadmap.sh/ai-data-scientist
64,23,5.9,0,95,58,91,68,71,76,48,38,64,3,1,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,71,extracurricular_score,problem_solving_score,aptitude_test_score,Medium,63,7,53,https://roadmap.sh/android
65,20,5.5,1,64,68,78,77,51,57,58,85,53,1,4,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,61,problem_solving_score,aptitude_test_score,coding_skill_score,Medium,54,9,45,https://roadmap.sh/blockchain
66,22,7.8,0,85,65,69,91,71,77,62,62,49,2,3,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,89,teamwork_score,coding_skill_score,extracurricular_score,Low,74,5,68,https://roadmap.sh/cyber-security
67,19,7.3,0,83,84,70,91,67,72,68,38,50,2,2,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,82,leadership_score,extracurricular_score,aptitude_test_score,Low,67,6,62,https://roadmap.sh/cyber-security
68,24,8.1,0,62,55,46,67,74,83,66,43,85,2,4,No,UI/UX Designer,Product Manager,Mobile App Developer,91,teamwork_score,coding_skill_score,aptitude_test_score,Medium,78,4,71,https://roadmap.sh/ux-design
69,24,8.4,0,64,86,51,61,81,100,80,35,77,3,1,No,Product Manager,UI/UX Designer,Data Scientist,79,leadership_score,extracurricular_score,teamwork_score,Medium,68,6,61,https://roadmap.sh/product-manager
70,24,7.3,1,82,79,84,86,74,62,58,36,50,0,2,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,65,aptitude_test_score,leadership_score,extracurricular_score,Low,45,11,36,https://roadmap.sh/ai-data-scientist
71,23,8.0,0,90,68,89,88,67,53,56,89,65,1,3,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,81,aptitude_test_score,extracurricular_score,coding_skill_score,Low,63,7,53,https://roadmap.sh/devops
72,24,7.9,0,64,72,88,77,63,63,57,43,57,1,0,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,75,extracurricular_score,leadership_score,teamwork_score,Low,51,9,41,https://roadmap.sh/full-stack
73,24,6.2,0,58,74,87,81,74,59,59,68,49,0,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,68,communication_score,coding_skill_score,aptitude_test_score,Low,46,10,46,https://roadmap.sh/ai-engineer
74,20,7.6,0,57,72,84,97,52,70,49,49,53,1,3,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,73,coding_skill_score,communication_score,teamwork_score,Low,58,8,49,https://roadmap.sh/blockchain
75,23,7.1,0,87,71,99,65,72,53,48,85,58,2,4,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,86,leadership_score,communication_score,teamwork_score,Low,75,5,66,https://roadmap.sh/full-stack
76,23,7.2,2,65,86,69,77,65,76,59,57,45,1,3,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,80,extracurricular_score,aptitude_test_score,teamwork_score,Low,63,7,54,https://roadmap.sh/ai-data-scientist
77,19,8.9,0,95,67,61,78,73,85,80,52,68,1,1,No,Product Manager,UI/UX Designer,Data Scientist,78,problem_solving_score,leadership_score,extracurricular_score,Medium,55,9,54,https://roadmap.sh/product-manager
78,22,6.3,0,86,93,84,90,63,77,63,89,53,2,4,No,Data Scientist,AI / ML Engineer,Cloud Engineer,73,communication_score,coding_skill_score,extracurricular_score,Low,67,6,62,https://roadmap.sh/ai-data-scientist
79,23,8.9,0,77,80,77,68,81,55,67,53,59,0,2,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,82,communication_score,leadership_score,teamwork_score,Low,55,9,44,https://roadmap.sh/devops
80,21,9.4,0,67,78,76,72,70,54,62,58,51,1,3,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,80,problem_solving_score,teamwork_score,communication_score,Low,63,7,58,https://roadmap.sh/android
81,21,7.7,0,78,58,53,73,74,72,55,33,90,1,4,No,UI/UX Designer,Product Manager,Mobile App Developer,84,aptitude_test_score,extracurricular_score,leadership_score,Medium,68,6,58,https://roadmap.sh/ux-design
82,21,5.9,0,77,72,60,60,82,95,96,68,70,3,3,Yes,Product Manager,UI/UX Designer,Data Scientist,73,teamwork_score,extracurricular_score,leadership_score,Medium,70,6,59,https://roadmap.sh/product-manager
83,20,7.7,0,74,68,69,76,59,56,49,42,56,3,2,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,92,coding_skill_score,teamwork_score,aptitude_test_score,Medium,79,4,75,https://roadmap.sh/cyber-security
84,24,8.1,0,66,69,77,77,81,74,53,58,62,2,4,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,87,extracurricular_score,teamwork_score,communication_score,Medium,76,4,66,https://roadmap.sh/full-stack
85,20,6.5,2,85,72,57,62,80,82,68,59,86,1,5,No,UI/UX Designer,Product Manager,Mobile App Developer,73,extracurricular_score,problem_solving_score,leadership_score,Medium,64,7,54,https://roadmap.sh/ux-design
86,23,5.7,0,78,84,77,68,70,58,62,37,59,3,3,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,72,extracurricular_score,communication_score,coding_skill_score,Low,70,6,61,https://roadmap.sh/devops
87,19,9.3,2,81,56,84,69,57,62,64,35,66,1,2,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,86,extracurricular_score,problem_solving_score,teamwork_score,Medium,63,7,51,https://roadmap.sh/android
88,24,9.4,0,63,64,76,72,85,70,67,31,59,1,3,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,92,coding_skill_score,aptitude_test_score,problem_solving_score,Medium,70,6,62,https://roadmap.sh/devops
89,22,5.7,0,94,89,66,90,60,76,65,64,47,0,4,No,Data Scientist,AI / ML Engineer,Cloud Engineer,67,communication_score,coding_skill_score,leadership_score,Low,52,9,46,https://roadmap.sh/ai-data-scientist
90,19,8.0,0,97,81,79,84,72,53,65,64,44,1,2,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,82,aptitude_test_score,extracurricular_score,coding_skill_score,Low,61,7,54,https://roadmap.sh/devops
91,19,7.0,0,95,83,77,87,58,78,67,32,64,2,3,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,85,teamwork_score,communication_score,problem_solving_score,Low,72,5,61,https://roadmap.sh/ai-data-scientist
92,21,8.6,2,57,85,75,86,68,75,51,50,44,0,4,No,Data Scientist,AI / ML Engineer,Cloud Engineer,79,aptitude_test_score,extracurricular_score,coding_skill_score,Low,59,8,58,https://roadmap.sh/ai-data-scientist
93,22,6.7,0,82,78,53,80,86,89,84,41,62,2,4,Yes,Product Manager,UI/UX Designer,Data Scientist,84,coding_skill_score,communication_score,leadership_score,Medium,74,5,63,https://roadmap.sh/product-manager
94,24,6.8,0,75,59,55,67,65,84,75,40,84,1,2,No,UI/UX Designer,Product Manager,Mobile App Developer,77,aptitude_test_score,teamwork_score,coding_skill_score,Medium,58,8,48,https://roadmap.sh/ux-design
95,20,7.1,0,98,68,76,73,57,56,70,80,60,3,1,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,82,aptitude_test_score,communication_score,leadership_score,Medium,70,6,58,https://roadmap.sh/cyber-security
96,21,6.2,0,78,88,90,83,51,54,43,53,43,1,1,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,64,communication_score,leadership_score,extracurricular_score,Low,47,10,45,https://roadmap.sh/blockchain
97,20,6.6,0,83,77,72,73,67,60,48,61,65,3,2,No,Data Scientist,AI / ML Engineer,Cloud Engineer,85,coding_skill_score,teamwork_score,aptitude_test_score,Medium,75,5,72,https://roadmap.sh/ai-data-scientist
98,21,8.6,0,73,79,43,69,73,85,82,70,64,2,3,No,Product Manager,UI/UX Designer,Data Scientist,86,extracurricular_score,communication_score,coding_skill_score,Medium,72,5,64,https://roadmap.sh/product-manager
99,20,8.0,0,90,64,56,68,88,83,65,75,91,1,1,Yes,UI/UX Designer,Product Manager,Mobile App Developer,70,problem_solving_score,aptitude_test_score,coding_skill_score,Medium,51,9,47,https://roadmap.sh/ux-design
100,24,8.4,0,90,72,74,65,63,56,47,62,51,1,4,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,86,teamwork_score,problem_solving_score,aptitude_test_score,Medium,69,6,65,https://roadmap.sh/android
101,23,9.1,0,95,65,84,86,80,71,52,35,48,1,3,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,87,extracurricular_score,leadership_score,coding_skill_score,Low,67,6,55,https://roadmap.sh/devops
102,21,5.7,0,91,93,66,85,62,75,63,70,52,2,4,No,Data Scientist,AI / ML Engineer,Cloud Engineer,81,problem_solving_score,teamwork_score,communication_score,Low,72,5,63,https://roadmap.sh/ai-data-scientist
103,22,5.8,0,83,79,95,72,66,63,46,50,70,1,2,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,70,leadership_score,extracurricular_score,coding_skill_score,Low,54,9,48,https://roadmap.sh/android
104,20,7.5,0,70,69,76,75,78,63,73,69,53,0,2,Yes,Cloud Engineer,DevOps Engineer,Full Stack Developer,69,extracurricular_score,problem_solving_score,communication_score,Medium,47,10,45,https://roadmap.sh/devops
105,19,7.6,0,56,57,91,73,63,53,57,43,65,3,3,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,93,aptitude_test_score,leadership_score,coding_skill_score,Medium,82,4,69,https://roadmap.sh/android
106,22,6.1,0,78,73,73,89,62,56,62,42,54,1,2,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,68,extracurricular_score,leadership_score,teamwork_score,Low,52,9,42,https://roadmap.sh/cyber-security
107,23,9.7,0,76,59,88,80,59,54,50,62,70,3,4,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,98,extracurricular_score,communication_score,leadership_score,Low,88,4,81,https://roadmap.sh/full-stack
108,23,8.1,0,75,68,85,82,74,69,63,83,63,1,2,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,79,communication_score,coding_skill_score,aptitude_test_score,Low,59,8,53,https://roadmap.sh/full-stack
109,19,9.7,0,95,80,84,88,54,81,61,79,58,1,2,No,Data Scientist,AI / ML Engineer,Cloud Engineer,83,leadership_score,teamwork_score,extracurricular_score,Low,61,7,55,https://roadmap.sh/ai-data-scientist
110,24,9.0,0,91,64,89,86,74,66,70,39,67,0,0,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,82,extracurricular_score,teamwork_score,coding_skill_score,Low,49,10,41,https://roadmap.sh/full-stack
111,22,6.4,0,97,65,50,63,85,81,76,88,96,1,2,Yes,UI/UX Designer,Product Manager,Mobile App Developer,70,leadership_score,communication_score,problem_solving_score,Medium,54,9,46,https://roadmap.sh/ux-design
112,21,7.9,0,74,83,79,83,71,61,51,60,61,2,3,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,87,communication_score,aptitude_test_score,problem_solving_score,Low,73,5,64,https://roadmap.sh/devops
113,22,6.7,0,77,83,90,76,58,75,47,82,49,2,3,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,76,problem_solving_score,coding_skill_score,leadership_score,Low,66,6,57,https://roadmap.sh/ai-engineer
114,19,5.7,0,85,84,68,81,75,68,70,89,49,2,1,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,69,aptitude_test_score,extracurricular_score,coding_skill_score,Low,56,8,46,https://roadmap.sh/devops
115,20,6.5,0,57,73,90,88,53,69,41,32,43,1,4,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,75,leadership_score,extracurricular_score,coding_skill_score,Low,63,7,56,https://roadmap.sh/blockchain
116,22,7.5,0,88,70,74,69,85,58,62,47,63,2,1,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,77,teamwork_score,problem_solving_score,coding_skill_score,Medium,61,7,54,https://roadmap.sh/devops
117,23,7.9,0,66,72,78,68,65,74,53,62,47,2,4,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,92,aptitude_test_score,problem_solving_score,coding_skill_score,Medium,79,4,70,https://roadmap.sh/devops
118,21,6.5,0,76,65,84,79,53,75,60,53,49,1,3,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,69,communication_score,teamwork_score,leadership_score,Low,56,8,49,https://roadmap.sh/cyber-security
119,23,8.2,2,78,84,89,89,75,71,60,59,58,0,5,No,Data Scientist,AI / ML Engineer,Cloud Engineer,79,extracurricular_score,problem_solving_score,leadership_score,Low,62,7,51,https://roadmap.sh/ai-data-scientist
120,23,7.4,0,59,52,51,70,74,75,68,42,87,0,4,No,UI/UX Designer,Product Manager,Mobile App Developer,70,teamwork_score,problem_solving_score,leadership_score,Medium,54,9,50,https://roadmap.sh/ux-design
121,22,9.4,0,58,82,80,91,53,81,55,65,51,0,2,No,Data Scientist,AI / ML Engineer,Cloud Engineer,73,teamwork_score,problem_solving_score,leadership_score,Low,49,10,40,https://roadmap.sh/ai-data-scientist
122,19,7.3,0,89,71,82,81,54,77,67,32,66,3,1,No,AI / ML Engineer,Data Scientist,Full Stack Developer,85,aptitude_test_score,communication_score,teamwork_score,Low,72,5,65,https://roadmap.sh/ai-engineer
123,20,5.8,2,89,68,74,88,57,77,46,64,64,2,2,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,63,aptitude_test_score,communication_score,leadership_score,Low,55,9,50,https://roadmap.sh/cyber-security
