student_id,age,cgpa,backlogs,attendance_percentage,aptitude_test_score,coding_skill_score,problem_solving_score,teamwork_score,communication_score,leadership_score,mock_interview_score,extracurricular_score,internships_done,projects_count,hackathon_participation,recommended_career,alt_career_1,alt_career_2,match_confidence,skill_gap_1,skill_gap_2,skill_gap_3,gap_severity,readiness_score,est_weeks_to_ready,peer_benchmark_percentile,learning_roadmap_url
41,22,9.61,0,84,66,78,78,63,70,65,89,59,2,3,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,98,communication_score,teamwork_score,aptitude_test_score,Low,79,4,66,https://roadmap.sh/blockchain
42,25,9.75,2,98,68,91,82,55,54,48,47,62,3,3,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,98,problem_solving_score,leadership_score,communication_score,Low,85,4,75,https://roadmap.sh/blockchain
43,18,9.29,0,99,92,91,85,65,69,42,95,47,1,3,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,79,aptitude_test_score,coding_skill_score,communication_score,Low,62,7,54,https://roadmap.sh/ai-data-scientist
44,21,6.81,1,95,68,36,60,79,68,67,41,84,1,1,Yes,UI/UX Designer,Product Manager,Mobile App Developer,71,coding_skill_score,extracurricular_score,leadership_score,Medium,51,9,47,https://roadmap.sh/ux-design
45,21,6.12,1,62,85,81,72,63,62,60,88,57,1,1,No,Data Scientist,AI / ML Engineer,Cloud Engineer,67,extracurricular_score,communication_score,teamwork_score,Low,49,10,45,https://roadmap.sh/ai-data-scientist
46,20,9.32,0,81,70,91,77,67,61,61,25,70,1,4,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,89,leadership_score,teamwork_score,communication_score,Low,71,5,67,https://roadmap.sh/full-stack
47,25,6.89,2,67,47,35,67,80,78,77,77,74,4,2,Yes,UI/UX Designer,Product Manager,Mobile App Developer,77,communication_score,teamwork_score,problem_solving_score,Medium,76,4,69,https://roadmap.sh/ux-design
48,19,5.5,2,55,81,81,87,73,77,57,44,56,2,2,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,63,leadership_score,teamwork_score,communication_score,Low,55,9,49,https://roadmap.sh/android
49,25,8.13,1,86,66,58,65,96,76,75,61,68,3,0,Yes,Product Manager,UI/UX Designer,Data Scientist,81,extracurricular_score,teamwork_score,coding_skill_score,Medium,66,6,55,https://roadmap.sh/product-manager
50,25,6.47,0,64,82,75,73,62,71,49,48,58,1,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,67,leadership_score,teamwork_score,problem_solving_score,Low,52,9,47,https://roadmap.sh/ai-engineer
51,22,8.33,1,84,64,78,91,75,54,53,81,53,3,3,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,92,teamwork_score,aptitude_test_score,communication_score,Low,82,4,74,https://roadmap.sh/devops
52,22,6.79,0,99,90,100,78,61,69,49,60,48,1,5,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,69,leadership_score,teamwork_score,communication_score,Low,62,7,50,https://roadmap.sh/blockchain
53,19,5.95,0,97,75,66,84,64,63,47,30,50,2,1,Yes,Data Analyst,Data Scientist,Full Stack Developer,70,aptitude_test_score,teamwork_score,problem_solving_score,Medium,57,8,55,https://roadmap.sh/data-analyst
54,21,9.38,0,87,73,52,74,83,80,77,86,96,3,4,Yes,UI/UX Designer,Product Manager,Mobile App Developer,97,communication_score,coding_skill_score,problem_solving_score,Medium,88,4,75,https://roadmap.sh/ux-design
55,18,6.83,1,55,65,59,68,72,87,57,58,91,1,1,Yes,UI/UX Designer,Product Manager,Mobile App Developer,74,teamwork_score,problem_solving_score,communication_score,Medium,53,9,43,https://roadmap.sh/ux-design
56,25,8.18,0,99,82,85,91,73,73,54,29,59,1,2,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,79,leadership_score,problem_solving_score,communication_score,Medium,59,8,51,https://roadmap.sh/ai-data-scientist
57,23,9.43,0,86,57,86,70,62,54,71,72,72,2,5,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,93,coding_skill_score,teamwork_score,aptitude_test_score,Low,82,4,73,https://roadmap.sh/full-stack
58,21,5.46,0,95,80,98,67,62,74,44,56,69,2,0,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,61,extracurricular_score,leadership_score,problem_solving_score,Low,48,10,39,https://roadmap.sh/android
59,20,5.01,1,64,74,77,75,65,57,54,39,44,4,3,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,69,leadership_score,aptitude_test_score,coding_skill_score,Low,74,5,64,https://roadmap.sh/blockchain
60,24,7.38,1,87,92,67,83,73,70,43,30,69,2,2,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,86,coding_skill_score,communication_score,teamwork_score,Low,69,6,57,https://roadmap.sh/ai-data-scientist
61,19,6.61,0,63,96,86,71,78,76,61,66,69,1,3,No,Data Scientist,AI / ML Engineer,Cloud Engineer,77,leadership_score,extracurricular_score,communication_score,Low,61,7,56,https://roadmap.sh/ai-data-scientist
62,23,8.6,0,83,50,52,66,64,70,76,76,73,3,2,No,UI/UX Designer,Product Manager,Mobile App Developer,94,aptitude_test_score,teamwork_score,extracurricular_score,High,80,4,73,https://roadmap.sh/ux-design
63,22,7.16,0,78,90,73,79,54,74,57,67,47,3,3,No,Data Scientist,AI / ML Engineer,Cloud Engineer,78,extracurricular_score,communication_score,coding_skill_score,Low,73,5,70,https://roadmap.sh/ai-data-scientist
64,18,8.28,0,61,75,95,88,78,59,44,60,51,1,3,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,80,extracurricular_score,leadership_score,teamwork_score,Low,63,7,59,https://roadmap.sh/full-stack
65,21,8.51,0,76,70,79,78,70,56,57,76,50,1,1,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,72,coding_skill_score,teamwork_score,leadership_score,Low,52,9,41,https://roadmap.sh/devops
66,24,8.88,0,60,69,42,80,84,79,85,31,71,3,1,No,Product Manager,UI/UX Designer,Data Scientist,82,communication_score,leadership_score,extracurricular_score,Medium,70,6,64,https://roadmap.sh/product-manager
67,23,6.42,0,86,74,64,83,74,69,46,32,45,1,2,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,62,extracurricular_score,aptitude_test_score,teamwork_score,Medium,49,10,41,https://roadmap.sh/ai-data-scientist
68,24,7.66,0,90,84,80,83,57,55,56,30,38,3,4,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,93,leadership_score,communication_score,extracurricular_score,Medium,85,4,76,https://roadmap.sh/cyber-security
69,23,5.86,2,84,68,46,80,73,78,90,38,78,3,5,Yes,Product Manager,UI/UX Designer,Data Scientist,80,coding_skill_score,communication_score,aptitude_test_score,Medium,81,4,75,https://roadmap.sh/product-manager
70,19,7.65,0,77,76,88,88,66,70,65,43,59,1,5,No,Data Scientist,AI / ML Engineer,Cloud Engineer,81,problem_solving_score,leadership_score,extracurricular_score,Medium,69,6,60,https://roadmap.sh/ai-data-scientist
71,18,7.24,2,91,77,92,73,51,58,52,65,42,2,5,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,80,teamwork_score,aptitude_test_score,extracurricular_score,Low,75,5,69,https://roadmap.sh/blockchain
72,23,6.84,0,96,83,86,82,52,52,55,89,47,3,4,No,AI / ML Engineer,Data Scientist,Full Stack Developer,88,communication_score,leadership_score,problem_solving_score,Low,82,4,68,https://roadmap.sh/ai-engineer
73,24,9.91,0,96,85,46,77,87,77,99,81,78,0,2,No,Product Manager,UI/UX Designer,Data Scientist,91,aptitude_test_score,extracurricular_score,communication_score,Medium,60,8,54,https://roadmap.sh/product-manager
74,20,6.67,0,90,85,78,63,60,75,53,44,66,2,2,No,Data Analyst,Data Scientist,Full Stack Developer,77,aptitude_test_score,extracurricular_score,communication_score,Medium,64,7,54,https://roadmap.sh/data-analyst
75,21,9.07,0,98,68,40,60,70,85,100,90,83,3,1,No,Product Manager,UI/UX Designer,Data Scientist,92,problem_solving_score,aptitude_test_score,communication_score,Medium,76,4,65,https://roadmap.sh/product-manager
76,18,7.54,0,88,84,75,89,74,63,55,41,60,0,2,No,Data Scientist,AI / ML Engineer,Cloud Engineer,75,extracurricular_score,problem_solving_score,communication_score,Medium,51,9,49,https://roadmap.sh/ai-data-scientist
77,24,8.76,1,69,63,92,70,85,70,50,85,68,1,2,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,79,communication_score,aptitude_test_score,extracurricular_score,Low,59,8,55,https://roadmap.sh/devops
78,24,5.26,0,78,60,73,90,74,79,57,40,41,2,1,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,67,communication_score,leadership_score,problem_solving_score,Medium,55,9,48,https://roadmap.sh/devops
79,18,5.27,0,70,71,86,85,70,78,48,65,62,1,1,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,57,extracurricular_score,problem_solving_score,teamwork_score,Low,43,11,38,https://roadmap.sh/cyber-security
80,21,7.24,0,60,67,91,85,71,64,42,92,47,0,2,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,75,aptitude_test_score,coding_skill_score,teamwork_score,Medium,51,9,43,https://roadmap.sh/android
81,23,7.98,0,87,56,87,77,68,75,56,25,61,2,3,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,86,teamwork_score,extracurricular_score,coding_skill_score,Medium,72,5,61,https://roadmap.sh/android
82,23,6.95,0,95,68,72,77,65,61,67,70,64,1,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,66,teamwork_score,coding_skill_score,leadership_score,Low,51,9,50,https://roadmap.sh/ai-engineer
83,24,9.15,0,99,82,91,77,64,52,68,83,66,1,1,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,74,coding_skill_score,aptitude_test_score,teamwork_score,Medium,53,9,45,https://roadmap.sh/full-stack
84,25,6.43,1,58,84,76,77,83,67,56,72,66,3,2,Yes,Cloud Engineer,DevOps Engineer,Full Stack Developer,83,communication_score,aptitude_test_score,problem_solving_score,Low,73,5,67,https://roadmap.sh/devops
85,20,8.64,0,93,93,78,79,65,57,64,38,68,4,1,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,85,communication_score,leadership_score,extracurricular_score,Low,78,4,69,https://roadmap.sh/ai-data-scientist
86,25,8.07,0,95,62,40,58,75,100,94,76,69,4,5,Yes,Product Manager,UI/UX Designer,Data Scientist,98,problem_solving_score,coding_skill_score,extracurricular_score,Medium,95,4,90,https://roadmap.sh/product-manager
87,21,6.91,0,93,64,36,79,73,91,90,81,70,0,2,Yes,Product Manager,UI/UX Designer,Data Scientist,62,communication_score,aptitude_test_score,teamwork_score,Medium,43,11,38,https://roadmap.sh/product-manager
88,19,5.59,1,83,71,52,78,72,89,61,87,93,1,3,No,UI/UX Designer,Product Manager,Mobile App Developer,65,communication_score,problem_solving_score,extracurricular_score,High,54,9,44,https://roadmap.sh/ux-design
89,25,7.75,0,74,71,75,85,69,67,55,47,66,3,3,No,Data Scientist,AI / ML Engineer,Cloud Engineer,89,extracurricular_score,problem_solving_score,teamwork_score,Low,80,4,70,https://roadmap.sh/ai-data-scientist
90,19,5.65,1,59,60,45,72,78,79,54,92,99,1,5,No,UI/UX Designer,Product Manager,Mobile App Developer,77,coding_skill_score,problem_solving_score,aptitude_test_score,Medium,67,6,64,https://roadmap.sh/ux-design
91,23,8.2,0,63,62,59,60,89,70,58,40,77,1,5,Yes,UI/UX Designer,Product Manager,Mobile App Developer,93,aptitude_test_score,teamwork_score,problem_solving_score,High,76,4,65,https://roadmap.sh/ux-design
92,18,9.78,0,95,68,57,81,75,76,49,46,66,1,3,No,Data Analyst,Data Scientist,Full Stack Developer,84,aptitude_test_score,leadership_score,coding_skill_score,Low,65,7,62,https://roadmap.sh/data-analyst
93,19,8.83,0,95,84,62,71,72,64,63,63,55,0,5,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,91,communication_score,aptitude_test_score,extracurricular_score,Low,69,6,67,https://roadmap.sh/devops
94,22,6.7,0,75,76,68,70,61,52,57,41,53,2,4,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,82,problem_solving_score,communication_score,coding_skill_score,Low,73,5,65,https://roadmap.sh/devops
95,19,7.09,2,65,78,92,85,49,50,56,49,52,3,5,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,84,aptitude_test_score,communication_score,coding_skill_score,Low,83,4,76,https://roadmap.sh/blockchain
96,18,5.25,0,96,76,72,84,65,57,52,38,61,2,2,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,73,extracurricular_score,communication_score,aptitude_test_score,Low,61,7,54,https://roadmap.sh/ai-engineer
97,21,5.37,0,90,77,82,76,76,52,47,40,42,1,5,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,66,leadership_score,aptitude_test_score,problem_solving_score,Medium,60,8,54,https://roadmap.sh/devops
98,25,8.57,1,88,78,92,71,71,77,44,66,57,1,3,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,84,leadership_score,aptitude_test_score,extracurricular_score,Low,65,7,57,https://roadmap.sh/full-stack
99,25,8.37,2,92,66,52,76,91,95,98,28,84,1,5,No,Product Manager,UI/UX Designer,Data Scientist,92,leadership_score,problem_solving_score,coding_skill_score,Medium,76,4,72,https://roadmap.sh/product-manager
100,25,5.74,0,57,89,87,93,71,53,66,81,42,2,3,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,74,communication_score,leadership_score,teamwork_score,Medium,65,7,56,https://roadmap.sh/cyber-security
101,25,6.04,0,97,52,38,59,79,77,57,83,80,1,2,No,UI/UX Designer,Product Manager,Mobile App Developer,70,teamwork_score,extracurricular_score,aptitude_test_score,Medium,54,9,53,https://roadmap.sh/ux-design
102,20,8.52,0,86,67,67,73,82,53,57,60,55,1,2,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,81,communication_score,extracurricular_score,aptitude_test_score,Low,60,8,57,https://roadmap.sh/devops
103,21,6.28,0,67,86,63,62,54,71,51,59,68,3,2,No,Data Analyst,Data Scientist,Full Stack Developer,73,problem_solving_score,extracurricular_score,coding_skill_score,Low,67,6,64,https://roadmap.sh/data-analyst
104,19,5.5,1,55,74,89,67,69,73,63,85,71,4,5,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,90,aptitude_test_score,extracurricular_score,coding_skill_score,Low,93,4,82,https://roadmap.sh/android
105,19,9.57,0,66,74,80,80,68,68,57,88,59,4,0,No,AI / ML Engineer,Data Scientist,Full Stack Developer,90,coding_skill_score,aptitude_test_score,leadership_score,Low,78,4,65,https://roadmap.sh/ai-engineer
106,20,9.26,0,67,75,100,82,84,63,70,57,59,3,2,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,89,leadership_score,teamwork_score,problem_solving_score,Low,77,4,68,https://roadmap.sh/full-stack
107,22,6.64,0,61,64,54,69,62,76,70,56,82,0,1,Yes,UI/UX Designer,Product Manager,Mobile App Developer,57,extracurricular_score,aptitude_test_score,teamwork_score,High,37,12,35,https://roadmap.sh/ux-design
108,25,5.31,0,74,66,75,89,77,62,61,64,63,0,3,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,57,problem_solving_score,extracurricular_score,teamwork_score,Low,43,11,42,https://roadmap.sh/devops
109,18,9.56,1,97,72,48,79,78,74,68,35,88,3,4,No,UI/UX Designer,Product Manager,Mobile App Developer,98,coding_skill_score,leadership_score,extracurricular_score,Medium,88,4,79,https://roadmap.sh/ux-design
110,25,5.82,1,83,74,75,79,70,72,69,36,55,0,2,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,71,problem_solving_score,leadership_score,communication_score,Low,48,10,45,https://roadmap.sh/full-stack
111,20,6.98,1,68,88,91,89,68,64,52,33,72,2,0,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,65,aptitude_test_score,communication_score,problem_solving_score,Low,51,9,40,https://roadmap.sh/ai-engineer
112,20,7.24,2,79,85,67,96,48,76,44,94,47,1,3,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,72,problem_solving_score,leadership_score,communication_score,Low,58,8,48,https://roadmap.sh/cyber-security
113,18,8.37,0,89,61,77,62,55,69,41,44,58,1,2,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,79,coding_skill_score,teamwork_score,communication_score,Low,59,8,49,https://roadmap.sh/android
114,23,8.36,1,70,84,95,95,63,70,48,52,48,2,2,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,76,extracurricular_score,teamwork_score,leadership_score,Low,63,7,54,https://roadmap.sh/blockchain
115,23,9.38,2,88,80,79,77,64,60,58,47,46,1,2,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,89,teamwork_score,extracurricular_score,communication_score,Medium,65,7,58,https://roadmap.sh/devops
116,21,7.37,1,74,56,51,53,76,95,61,32,73,3,1,No,UI/UX Designer,Product Manager,Mobile App Developer,85,communication_score,problem_solving_score,aptitude_test_score,Medium,72,5,61,https://roadmap.sh/ux-design
117,21,8.62,0,72,73,41,60,62,74,56,34,94,1,3,Yes,UI/UX Designer,Product Manager,Mobile App Developer,81,leadership_score,problem_solving_score,communication_score,Medium,63,7,61,https://roadmap.sh/ux-design
118,22,8.73,1,70,79,75,84,79,71,55,55,44,2,3,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,89,leadership_score,teamwork_score,aptitude_test_score,Low,74,5,68,https://roadmap.sh/ai-data-scientist
119,22,8.81,0,68,58,77,70,59,62,58,53,70,1,2,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,78,leadership_score,teamwork_score,communication_score,Medium,58,8,56,https://roadmap.sh/android
120,25,7.5,0,98,67,89,83,78,52,64,87,42,1,4,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,85,problem_solving_score,extracurricular_score,leadership_score,Low,69,6,62,https://roadmap.sh/devops
121,25,9.73,0,55,92,79,68,51,73,58,44,54,1,4,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,82,coding_skill_score,leadership_score,teamwork_score,Low,67,6,60,https://roadmap.sh/ai-data-scientist
122,22,5.08,0,89,90,82,74,73,63,43,80,55,4,0,No,AI / ML Engineer,Data Scientist,Full Stack Developer,68,problem_solving_score,extracurricular_score,leadership_score,Medium,64,7,54,https://roadmap.sh/ai-engineer
123,20,7.29,0,99,64,75,97,61,72,69,29,48,1,3,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,70,communication_score,coding_skill_score,teamwork_score,Low,57,8,54,https://roadmap.sh/cyber-security
124,20,9.89,2,88,93,86,71,48,62,42,85,65,3,2,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,95,leadership_score,extracurricular_score,coding_skill_score,Low,81,4,71,https://roadmap.sh/blockchain
